NEWID,GENDER,INTAKE,STREAM,SEC SCHOOL,RELIGION,CITIZENSHIP,REPEAT,MSG,L1R5,EL1,HMTL,MTL2,BT,DT,EM,AM,PHY,CHM,BIO,PC,CB,SSL,PE,COM,EC,PA,CH,SSH,SSG,HA,HMU,LEL,LCL,HSY,GEO,ART,MU,AL,IN,MSP,HH,HG,HL,IH,HZ,IHC,FR,GM,JP,EM2,AM2,PO2,CO2,BO2,EO2,IH2,LA2,SP
20200264,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,3,6,B3,B3,,,,B3,E8,,C6,C5,,,,,,,,,,,,,,,A2,,,,,,,A1,,,,,,,,,B3,,,C6,,,,,
20200265,F,JAE Ordinary Admission,Science,TANJONG KATONG SECONDARY SCHOOL,FREE THINKER,SINGAPORE PR (CHINESE),,,8,B3,A1,A1,,,A1,A1,B3,A2,A2,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200266,M,IP (X),Science,SCHOOL X,NO RELIGION,CHINESE,,1.67,6,B4,A1,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,
20200267,M,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,,7,A2,B3,B3,,,A1,A1,A1,A2,A2,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200268,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.91,6,A1,B3,,,,A1,A1,A1,A2,,,,,,,,,,,,,,A1,,B3,B4,,,,,,,,,,,,,,,,,,,,,,,
20200269,M,DSA,Arts,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,,7,A1,,B3,,,A1,A1,A2,A2,A1,,,,,,,,,,,,,A1,,,,,,,,,A2,,,,,,,,,,,,,,,,,
20200270,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.5,6,A2,B3,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,
20200271,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.89,6,B3,C5,,,,B3,B3,B3,B3,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,B3
20200272,M,JAE Ordinary Admission,Science,CHUNG CHENG HIGH SCHOOL (MAIN),BUDDHIST,SINGAPORE CITIZEN,,,6,A1,B3,A1,,,A1,A2,A2,A1,A1,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200273,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.09,6,A1,B3,,,,A1,C5,B4,B3,,,,,,,,,,,,,,A1,,A1,A2,,,,,,,,,,,,,,,,,,,,,,,
20200274,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.14,6,A1,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,A1
20200275,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,1.43,6,A2,A1,,,,A1,A1,A2,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,
20200276,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.2,6,B3,A1,,,,A1,A1,B3,B4,A2,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200277,F,JAE Ordinary Admission,Science,CRESCENT GIRLS' SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,,8,B3,B3,A1,,,A1,A1,A2,A1,A2,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200278,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.29,6,A2,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,A1,,,,,,,,,,,
20200279,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,1.71,6,B3,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,
20200280,M,JAE Ordinary Admission,Science,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",FREE THINKER,SINGAPORE CITIZEN,,,7,A2,C6,A2,A1,,A1,A1,A1,A1,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200281,M,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,TAOIST,SINGAPORE CITIZEN,,,7,B3,A2,A1,,,A1,A1,A1,A1,A1,,,,,,,,,,A1,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,
20200282,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.5,6,B3,A2,,,,A1,A1,A1,A2,A1,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200283,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,,8,A1,C6,A2,,,A1,A2,A1,A2,,,,,,,,,,A2,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200284,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,2.2,6,A1,E8,B3,,,A2,A1,A1,B3,B3,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200285,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.09,6,A1,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200286,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.14,6,A1,A2,,,,A1,A1,B3,A2,A2,,,,,,,,A1,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200287,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,1.86,6,A2,A2,,,,A1,B3,A1,A2,B3,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,
20200288,F,DSA (CCA),Science,CHIJ ST. NICHOLAS GIRLS' SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,,7,A1,B3,A2,,,A2,A1,,A1,A2,,,,,,,,,,,,,,,,A1,,,,,,,,A1,,,,,,,,,,,,,,,
20200289,F,JAE Ordinary Admission,Science,NAN CHIAU HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,,7,B3,A2,A1,,A2,A1,A1,,A1,A1,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200290,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.1,6,A2,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200291,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.89,6,A2,B4,,,,A1,A1,A2,B3,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200292,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,1.86,6,B3,B3,,,,A1,A1,B3,A1,A1,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,,
20200293,M,JAE Ordinary Admission,Science,CHUNG CHENG HIGH SCHOOL (MAIN),CHRISTIAN,SINGAPORE CITIZEN,,,8,A2,A1,A1,,,A1,A1,A1,A1,A1,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200294,F,JAE Ordinary Admission,Science,CRESCENT GIRLS' SCHOOL,FREE THINKER,SINGAPORE CITIZEN,,,8,B4,B3,A1,,,A1,A2,A1,A1,,,,,,,,,,A1,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,
20200295,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.57,6,B3,A1,,,,A1,A1,A1,B3,,,,,,,,,,,,,,,A1,,,,,,,,,,A2,,,,,,,,,,,,,,,
20200296,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2,6,A2,A2,,,,A1,A1,,A2,A1,,,,,,,,,,,,,B3,,,,,,,,,,,B3,,,,,,,,,,,,,,,
20200297,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.43,6,A2,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,A1,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,
20200298,M,DSA,Science,NAN CHIAU HIGH SCHOOL,NO RELIGION,CHINESE,,,6,A1,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,A1,,,,,,,,,A1,,,,,,,,,,,,,,,,
20200299,M,DSA (CCA),Science,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE PR (CHINESE),,,14,C6,,A1,,,A1,A1,A2,A2,C5,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,
20200300,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2,6,A2,B3,,,,A2,A1,B4,B3,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,
20200301,F,JAE Ordinary Admission,Science,CEDAR GIRLS' SECONDARY SCHOOL,FREE THINKER,SINGAPORE PR (CHINESE),,,7,B3,A1,A1,,,A1,A1,A1,A1,A2,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200302,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,1.86,6,A2,B3,,,,A1,A1,A1,A2,A2,,,,,,,,,,,,,,,,,,,,,B3,B3,,,,,,,,,,,,,,,,,
20200303,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE PR (CHINESE),,1.29,6,B3,A1,,,,A1,A1,,A1,A1,,,,,,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,
20200304,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,2.29,6,B3,A2,,,,A1,A2,,A2,B3,,,,,,,,,,,,,A2,,,,,,,,,,,A1,,,,,,,,,,,,,,,
20200305,F,JAE Ordinary Admission,Science,YISHUN TOWN SECONDARY SCHOOL,FREE THINKER,SINGAPORE CITIZEN,,,6,A1,A1,A1,,,A1,A1,A1,A2,A2,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200306,F,IP (Y),Science,SCHOOL Y,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,1.43,6,B3,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20200307,M,IP (X),Science,SCHOOL X,BUDDHIST,SINGAPORE CITIZEN,,2,6,A1,A2,,,,A1,A1,A1,B3,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,
20200308,F,JAE Ordinary Admission,Science,CHUNG CHENG HIGH SCHOOL (MAIN),FREE THINKER,SINGAPORE CITIZEN,,,8,A2,A2,A1,,,A1,A2,B3,B3,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200309,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,3,6,A2,B4,,,,A2,C5,,,B4,,,,,,,,,,,,,A2,,,,,,,,,,,B4,,,,,,,,A2,,,B4,,,,
20200310,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,TAOIST,SINGAPORE CITIZEN,,,8,A1,A2,A1,,,A1,A2,A2,A2,,,,,,,,,,A2,,,,,,,A1,,,,B3,,,,,,,,,,,,,,,,,,,
20200311,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.14,6,A2,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,
20200312,F,IP (Y),Science,SCHOOL Y,TAOIST,SINGAPORE CITIZEN,,1.57,6,B3,A2,,,,A1,A1,A1,A1,A1,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,
20200313,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,3,6,B4,B4,A2,,,B4,A1,B3,B4,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,,,,,,,,
20200314,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.36,6,A1,A2,,,,A1,A1,A2,A1,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200315,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE PR (CHINESE),,1.82,6,A1,A2,,,,C5,A2,A2,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200316,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1,6,A1,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,A1,,,,,,,A2,,,,,,,,,,,,,,,,,A1
20200317,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE PR (CHINESE),,1.57,6,C5,A1,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,A1,,,,,,,A2,,,,,,,,,,,,,,,,,
20200318,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.43,6,A2,A1,,,,A1,A1,A2,A1,A2,,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,
20200319,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.43,6,A2,A1,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,A2,,,,,,,,,
20200320,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.5,6,A2,A1,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,
20200321,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.1,6,A1,A2,,,,A1,A1,A2,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,
20200322,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE PR (CHINESE),,1.57,6,C5,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,
20200323,M,DSA,Arts,CATHOLIC HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,,6,A1,B4,A1,,,A1,A2,A2,A2,A1,,,,,,,,,,,,,A1,,,,,,,,,A1,,,,,,,,,,,,,,,,,
20200324,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.29,6,A2,B3,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,A1,,,,,,,,,,,,A2,,,,,,,,,,,,,,,
20200325,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.43,6,B4,A2,,,,A2,A2,,A2,,,,,,,,,B3,,,A2,,,,,B4,,,,,,,,,,,,,,,,,,,,,,,
20200326,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.57,6,B4,B3,,,,A1,A1,,A1,A1,,,,,,,,,,,,A1,,,,A2,,,,,,,A2,,,,,,,,,,,,,,,,
20200327,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.71,6,B3,B3,,,,A2,C5,,D7,B3,,,,,,,,,,,,,A2,,,,,,,,,,,A1,,,,,,,,,,,,,,,
20200328,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE PR (CHINESE),,1.86,6,C6,A1,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,B3,,,,,,,A2,,,,,,,,,,,,,,,,
20200329,F,JAE Ordinary Admission,Arts,NAN HUA HIGH SCHOOL,BUDDHIST,SINGAPORE PR (CHINESE),,,9,B3,A1,A1,,,A1,A2,A2,B3,,,,,,,,,,A2,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200330,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE PR (CHINESE),,1.57,6,B4,A1,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,A2,,,,,,,A2,,,,,,,,,,,,,,,,
20200331,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,1.57,6,B3,A1,,,,A1,A1,,A2,A2,,,,,,,,,,,,,,,,A2,,,,,,,A1,,,,,B3,,,,,,,,,,,
20200332,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2,6,A2,A2,,,,A1,A1,B3,B3,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,,,,,,,,,
20200333,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.7,6,A1,C5,,,,A1,A1,A2,A1,,,,,,,,,,,,,,A2,,B3,A1,,,,,,,,,,,,,,,,,,,,,,,
20200334,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.57,6,B4,A2,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,
20200335,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.14,6,A2,A1,,,,A1,A1,A1,A1,B3,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,
20200336,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,1.29,6,A2,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,
20200337,F,DSA,Arts,SWISS COTTAGE SECONDARY SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,,9,A1,,A2,,,A1,A2,,A2,A2,,,,,,,,,,,,,,,A1,,,,,,,,,A2,,,,,,,,,,,,,,,
20200338,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.14,6,A2,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,
20200339,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.89,6,B3,B3,,,,B3,A2,C5,C6,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,,,,,,,,,
20200340,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1,6,A1,A1,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,A2,,,,,,,A1,,,,,,,,,,,,,,,,
20200341,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.29,6,B3,B3,,,,A1,A1,B3,A1,B3,,,,,,,,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,
20200342,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,2.33,6,A2,F9,B3,,,A1,A2,A1,C5,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200343,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.43,6,A1,B3,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20200344,F,DSA (CCA),Science,METHODIST GIRLS' SCHOOL (SECONDARY),CHRISTIAN,SINGAPORE PR (INDONESIAN),,,8,B3,A2,A1,,,A1,A1,A2,A1,A2,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20200345,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,2.67,6,B3,D7,B3,,,B3,A1,A2,B3,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,,,,,,,,
20200346,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,Repeat Yr2,3.56,6,B3,D7,,,,B3,C5,B4,B3,,,,,,,,,,,,A2,,,,C5,,,,,,,,,,,,A2,,,,A1,A2,A1,,,,,,
20200347,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2,6,A2,B3,,,,A1,A1,A2,B3,B3,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200348,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.6,6,A1,B3,,,,B3,C5,B3,B3,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,B3,,,,,,,,,,
20200349,M,IP (X),Science,SCHOOL X,TAOIST,SINGAPORE CITIZEN,,1.7,6,A2,A2,,,,A2,A1,A1,A1,A1,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,
20200350,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.45,6,A1,A2,,,,A1,A1,B3,B4,,,,,,,,,,,,,,A1,,A1,A1,,,,,,,,,,,,,,,,,,,,,,,
20200351,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.82,6,B3,A2,,,,A2,A1,A1,B3,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,
20200352,M,JAE Ordinary Admission,Science,BOWEN SECONDARY SCHOOL,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,,6,A1,,B4,,,A1,A1,A1,A1,A1,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200353,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.36,6,A1,A2,,,,A1,A1,A2,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,
20200354,M,DSA (CCA),Science,BUKIT PANJANG GOVT. HIGH SCHOOL,OTHERS,CHINESE,,,6,B3,A1,A1,,,A2,A1,A1,A1,A2,,,,,,,,,,,,,,,,A1,,,,,,A1,,,,,,,,,,,,,,,,,
20200355,M,JAE Ordinary Admission,Science,NAN CHIAU HIGH SCHOOL,FREE THINKER,CHINESE,,,8,B3,B4,A1,,B3,A1,A1,A2,A1,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200356,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.1,6,A2,A2,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,
20200357,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,Repeat Yr1,4.25,6,B4,A1,,,,B4,B4,C5,C6,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,A1,C5,B4,,,,,,
20200358,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE PR (CHINESE),,1.43,6,B4,A1,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20200359,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,1.43,6,A2,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,A2,,,,,,,,,
20200360,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,2,6,B3,A1,,,,A1,A2,A2,A2,A2,,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,
20200361,F,JAE Ordinary Admission,Science,ANDERSON SECONDARY SCHOOL,FREE THINKER,SINGAPORE CITIZEN,,,6,A1,,A1,,,A1,A1,A1,A1,A1,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200362,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.89,6,B3,B3,,,,A1,A1,B3,A1,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,
20200363,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.7,6,B3,A2,,,,A2,A1,A1,B3,A1,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200364,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.2,6,A2,A1,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200365,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.43,6,B3,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,
20200366,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.67,6,B3,C5,B4,,,B3,A1,B3,B3,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,
20200367,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.57,6,A2,A2,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,B3,,,,,,,,,
20200368,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.29,6,A2,A1,,,,A1,A1,,A1,B4,,,,,,,,,,,,,A2,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20200369,F,IP (Y),Arts,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,3,6,B3,B3,,,,A1,C5,,B4,B3,,,,,,,,,,,,,B4,,,,,,,,,,,B4,,,,,,,,,,,B3,,A1,,
20200370,M,JAE Ordinary Admission,Science,TANJONG KATONG SECONDARY SCHOOL,ROMAN CATHOLICISM,SINGAPORE PR (INDONESIAN),,,6,A1,,B3,,,A1,A1,A2,A1,,,,,,,,,,,A1,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,
20200371,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,,8,B3,B3,A1,,,A1,A1,A1,A1,A1,,,,,,,,,A2,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200372,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.89,6,A2,C6,B3,,,A1,A1,A2,B3,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200373,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.78,6,A1,B4,,,,A2,A1,A1,A2,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,
20200374,M,DSA,Science,CLEMENTI TOWN SECONDARY SCHOOL,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,,7,A2,,A2,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,
20200375,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.45,6,A1,B3,,,,A1,A1,A2,A2,,,,,,,,,,,,,,A1,,A2,A1,,,,,,,,,,,,,,,,,,,,,,,
